yourlist:M20211110A084FC58F6BBA219896F365D15F2EB442C8B28F	Entry	Entry name	Status	Protein names	Gene names	Organism	Length
YIL101C	P40489	XBP1_YEAST	reviewed	Transcriptional repressor XBP1 (XhoI site-binding protein 1)	XBP1 YIL101C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	647
YLR090W	P39102	XDJ1_YEAST	reviewed	DnaJ protein homolog XDJ1	XDJ1 YLR090W L9449.3	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	459
YGR194C	P42826	XKS1_YEAST	reviewed	Xylulose kinase (Xylulokinase) (EC 2.7.1.17)	XKS1 YGR194C G7584	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	600
YJR133W	P47165	XPT1_YEAST	reviewed	Xanthine phosphoribosyltransferase 1 (XPRT) (EC 2.4.2.-)	XPT1 YJR133W J2118	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	209
YGL173C	P22147	XRN1_YEAST	reviewed	5'-3' exoribonuclease 1 (EC 3.1.13.-) (DNA strand transfer protein beta) (STP-beta) (KAR(-)-enhancing mutation protein) (Strand exchange protein 1) (p175)	XRN1 DST2 KEM1 RAR5 SEP1 SKI1 YGL173C G1645	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	1528
YDR369C	P33301	XRS2_YEAST	reviewed	DNA repair protein XRS2	XRS2 YDR369C D9481.13	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	854
YLR070C	Q07993	XYL2_YEAST	reviewed	D-xylulose reductase (EC 1.1.1.9) (Xylitol dehydrogenase) (XDH)	XYL2 YLR070C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	356
YJR067C	P47118	YAE1_YEAST	reviewed	Protein YAE1	YAE1 YJR067C J1805	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	141
YNL107W	P53930	AF9_YEAST	reviewed	Protein AF-9 homolog	YAF9 YNL107W N1966	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	226
YPL252C	Q12184	ADRX_YEAST	reviewed	Adrenodoxin homolog, mitochondrial (Mitochondrial ferredoxin)	YAH1 YPL252C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	172
YJL141C	P14680	YAK1_YEAST	reviewed	Dual specificity protein kinase YAK1 (EC 2.7.12.1)	YAK1 YJL141C J0652	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	807
YAL037W	P39728	YAD7_YEAST	reviewed	Uncharacterized protein YAL037W	YAL037W	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	267
YAL064W-B	O13512	YA64B_YEAST	reviewed	Uncharacterized membrane protein YAL064W-B	YAL064W-B	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	126
YAL064W	P39711	YAG4_YEAST	reviewed	Putative uncharacterized protein YAL064W	YAL064W	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	94
YAL065C	O13511	YA065_YEAST	reviewed	Uncharacterized protein YAL065C	YAL065C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	128
YHR161C	P38856	AP18A_YEAST	reviewed	Clathrin coat assembly protein AP180A	YAP1801 YHR161C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	637
YGR241C	P53309	AP18B_YEAST	reviewed	Clathrin coat assembly protein AP180B	YAP1802 YGR241C G8610	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	568
YML007W	P19880	AP1_YEAST	reviewed	AP-1-like transcription factor YAP1 (Phenanthroline resistance protein PAR1) (Pleiotropic drug resistance protein PDR4)	YAP1 PAR1 PDR4 SNQ3 YML007W YM9571.12	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	650
YHL009C	P38749	YAP3_YEAST	reviewed	AP-1-like transcription factor YAP3	YAP3 YHL009C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	330
YIR018W	P40574	YAP5_YEAST	reviewed	AP-1-like transcription factor YAP5	YAP5 YIR018W	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	245
YDR259C	Q03935	YAP6_YEAST	reviewed	AP-1-like transcription factor YAP6	YAP6 HAL7 YDR259C YD9320A.09C YD9320A.10C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	383
YOL028C	Q08182	YAP7_YEAST	reviewed	AP-1-like transcription factor YAP7	YAP7 YOL028C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	245
YAR023C	D6VPM8	YAJ3_YEAST	reviewed	Putative DUP240 protein YAR023C	YAR023C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	179
YAR028W	P39548	YAJ8_YEAST	reviewed	DUP240 protein YAR028W	YAR028W FUN56	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	234
YAR064W	P39563	YAN4_YEAST	reviewed	Uncharacterized protein YAR064W	YAR064W	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	99
YPL239W	P46683	YAR1_YEAST	reviewed	Ankyrin repeat-containing protein YAR1	YAR1 YPL239W	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	200
YAR035W	P80235	CACM_YEAST	reviewed	Putative mitochondrial carnitine O-acetyltransferase (EC 2.3.1.7)	YAT1 YAR035W	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	687
YER024W	P40017	YAT2_YEAST	reviewed	Carnitine O-acetyltransferase YAT2 (EC 2.3.1.7)	YAT2 YER024W	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	923
YBL028C	P38202	YBC8_YEAST	reviewed	UPF0642 protein YBL028C	YBL028C YBL0423	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	106
YBL029C-A	Q3E756	YB029_YEAST	reviewed	UPF0768 protein YBL029C-A	YBL029C-A	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	94
YBL029W	P38201	YBC9_YEAST	reviewed	Uncharacterized protein YBL029W	YBL029W YBL0422	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	376
YBL036C	P38197	PLPHP_YEAST	reviewed	Pyridoxal phosphate homeostasis protein (PLP homeostasis protein)	YBL036C YBL0413	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	257
YBL055C	P34220	YBF5_YEAST	reviewed	Deoxyribonuclease Tat-D (EC 3.1.21.-)	YBL055C YBL0511 YBL0512	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	418
YBL071C	P38185	YBH1_YEAST	reviewed	Uncharacterized protein YBL071C	YBL071C YBL0615	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	102
YBL081W	P38180	YBI1_YEAST	reviewed	Uncharacterized protein YBL081W	YBL081W YBL0722	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	368
YBL086C	P38177	YBI6_YEAST	reviewed	Uncharacterized protein YBL086C	YBL086C YBL0714	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	466
YBL111C	Q3E7Y5	YB111_YEAST	reviewed	Uncharacterized helicase-like protein YBL111C	YBL111C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	667
YBL113C	Q7M4S9	YB113_YEAST	reviewed	Uncharacterized protein YBL113C	YBL113C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	792
YBR216C	P38315	YBP1_YEAST	reviewed	YAP1-binding protein 1 (Activator of YAP1)	YBP1 YBR216C YBR1505	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	674
YGL060W	P53169	YBP2_YEAST	reviewed	YAP1-binding protein 2 (YBP1 homolog protein 1)	YBP2 YBH1 YGL060W	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	641
YBR013C	P38215	YBM3_YEAST	reviewed	Putative uncharacterized protein YBR013C	YBR013C YBR0209	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	129
YBR016W	P38216	YBM6_YEAST	reviewed	Uncharacterized protein YBR016W	YBR016W YBR0222	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	128
YBR027C	P38220	YBN7_YEAST	reviewed	Uncharacterized protein YBR027C	YBR027C YBR0311	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	110
YBR053C	P38235	YBQ3_YEAST	reviewed	Uncharacterized protein YBR053C	YBR053C YBR0506	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	358
YBR056W	P38081	YBQ6_YEAST	reviewed	Uncharacterized glycosyl hydrolase YBR056W (EC 3.2.1.-)	YBR056W YBR0510	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	501
YBR062C	P38239	YBR2_YEAST	reviewed	Uncharacterized RING finger protein YBR062C	YBR062C YBR0528	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	180
YBR063C	P38083	YBR3_YEAST	reviewed	Uncharacterized protein YBR063C	YBR063C YBR0610	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	404
YBR071W	P38243	YBS1_YEAST	reviewed	Uncharacterized protein YBR071W	YBR071W YBR0712	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	211
YBR090C	P38253	YBU0_YEAST	reviewed	Uncharacterized protein YBR090C	YBR090C YBR0811B	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	122
YBR096W	P38256	YBU6_YEAST	reviewed	Uncharacterized protein YBR096W	YBR096W YBR0824	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	230
YBR137W	P38276	YBY7_YEAST	reviewed	UPF0303 protein YBR137W	YBR137W YBR1013	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	179
YBR138C	P38277	YBY8_YEAST	reviewed	Uncharacterized protein YBR138C	YBR138C YBR1014	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	524
YBR184W	P38299	YB34_YEAST	reviewed	Uncharacterized protein YBR184W	YBR184W YBR1306	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	523
YBR197C	P38306	YB47_YEAST	reviewed	Uncharacterized protein YBR197C	YBR197C YBR1409	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	217
YBR219C	P38317	YB69_YEAST	reviewed	Uncharacterized protein YBR219C	YBR219C YBR1509	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	127
YBR220C	P38318	YB70_YEAST	reviewed	Uncharacterized membrane protein YBR220C	YBR220C YBR1510	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	560
YBR221W-A	Q3E781	YB221_YEAST	reviewed	Uncharacterized protein YBR221W-A	YBR221W-A	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	34
YBR225W	P38321	YB75_YEAST	reviewed	Uncharacterized protein YBR225W	YBR225W YBR1522	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	900
YBR238C	P38330	RMD9L_YEAST	reviewed	Protein RMD9-like, mitochondrial	YBR238C YBR1608	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	731
YBR241C	P38142	YB91_YEAST	reviewed	Probable metabolite transport protein YBR241C	YBR241C YBR1625	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	488
YBR242W	P38331	YB92_YEAST	reviewed	5'-deoxynucleotidase YBR242W (EC 3.1.3.89)	YBR242W YBR1627	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	238
YBR259W	P38338	YB9F_YEAST	reviewed	Uncharacterized protein YBR259W	YBR259W YBR1727	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	688
YBR285W	P38354	YB8A_YEAST	reviewed	Putative uncharacterized protein YBR285W	YBR285W YBR2023	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	144
YBR287W	P38355	YB8B_YEAST	reviewed	Uncharacterized transporter YBR287W	YBR287W YBR2034	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	427
YLL048C	P32386	YBT1_YEAST	reviewed	ATP-dependent bile acid permease	YBT1 BAT1 YLL048C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	1661
YDR135C	P39109	YCFI_YEAST	reviewed	Metal resistance protein YCF1 (ABC-type Cd(2+) transporter) (EC 7.2.2.2) (ABC-type glutathione-S-conjugate transporter) (EC 7.6.2.3) (Yeast cadmium factor 1)	YCF1 YDR135C YD9302.11C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	1515
YDR325W	Q06680	CND3_YEAST	reviewed	Condensin complex subunit 3 (CAPG homolog)	YCG1 YCS5 YDR325W	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	1035
YGR203W	P42937	YCH1_YEAST	reviewed	CDC25-like phosphatase YCH1 (EC 3.1.3.-) (CDC25 homolog 1)	YCH1 YGR203W G7731	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	148
YHR135C	P23291	KC11_YEAST	reviewed	Casein kinase I homolog 1 (EC 2.7.11.1)	YCK1 CKI2 YHR135C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	538
YNL154C	P23292	KC12_YEAST	reviewed	Casein kinase I homolog 2 (EC 2.7.11.1)	YCK2 CKI1 YNL154C N1755	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	546
YER123W	P39962	KC13_YEAST	reviewed	Casein kinase I homolog 3 (EC 2.7.11.1)	YCK3 CKI3 YER123W	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	524
YCL002C	P25565	YCA2_YEAST	reviewed	Putative uncharacterized protein YCL002C	YCL002C YCL2C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	263
YCL012C	Q8J0M4	YCB2_YEAST	reviewed	UPF0357 protein YCL012C	YCL012C YCL011C-A	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	134
YCL021W-A	Q96VH3	YC021_YEAST	reviewed	Putative uncharacterized protein YCL021W-A	YCL021W-A	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	125
YCL042W	P25572	YCE2_YEAST	reviewed	Putative uncharacterized protein YCL042W	YCL042W YCL42W	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	119
YCL049C	P25577	YCE9_YEAST	reviewed	Uncharacterized protein YCL049C	YCL049C YCL49C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	312
YCL068C	P25593	YCG8_YEAST	reviewed	Putative uncharacterized protein YCL068C	YCL068C YCL68C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	260
YCR004C	P25349	YCP4_YEAST	reviewed	Flavoprotein-like protein YCP4	YCP4 YCR004C YCR042 YCR4C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	247
YCR006C	P25350	YCP6_YEAST	reviewed	Uncharacterized protein YCR006C	YCR006C YCR044 YCR6C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	157
YCR007C	P25354	YCP7_YEAST	reviewed	DUP240 protein YCR007C	YCR007C YCR045 YCR7C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	239
YCR016W	P25617	YCQ6_YEAST	reviewed	Uncharacterized protein YCR016W	YCR016W YCR16W	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	290
YCR023C	P25351	YCR3_YEAST	reviewed	Uncharacterized membrane protein YCR023C	YCR023C YCR23C YCR241	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	611
YCR043C	P25361	YCT3_YEAST	reviewed	Uncharacterized protein YCR043C	YCR043C YCR43C YCR725	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	127
YCR051W	P25631	YCU1_YEAST	reviewed	Ankyrin repeat-containing protein YCR051W	YCR051W YCR51W	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	222
YCR061W	P25639	YCV1_YEAST	reviewed	Uncharacterized membrane protein YCR061W	YCR061W YCR062W YCR61W YCR62W YCR904	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	631
YCR085W	P25650	YCX5_YEAST	reviewed	Uncharacterized protein YCR085W	YCR085W YCR85W	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	117
YCR087C-A	P37263	YC16_YEAST	reviewed	UPF0743 protein YCR087C-A	YCR087C-A YCRX16C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	153
YCR090C	P25654	YCY0_YEAST	reviewed	UPF0587 protein YCR090C	YCR090C YCR1104 YCR90C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	182
YCR099C	P25657	YCY9_YEAST	reviewed	Uncharacterized protein YCR099C	YCR099C YCR99C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	155
YCR102C	P25608	YCZ2_YEAST	reviewed	Uncharacterized protein YCR102C	YCR102C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	368
YLR272C	Q06156	CND1_YEAST	reviewed	Condensin complex subunit 1 (XCAP-D2 homolog)	YCS4 LOC7 YLR272C L8479.14	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	1176
YLL055W	Q12235	YCT1_YEAST	reviewed	High affinity cysteine transporter	YCT1 YLL055W L0578	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	531
YPL087W	Q02896	YDC1_YEAST	reviewed	Alkaline ceramidase YDC1 (EC 3.5.1.-) (Acyl-CoA-independent ceramide synthase)	YDC1 YPL087W LPG21W	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	317
YDL012C	Q12489	YD012_YEAST	reviewed	Cysteine-rich and transmembrane domain-containing protein YDL012C	YDL012C D2880	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	107
YDL057W	Q07379	YD057_YEAST	reviewed	Putative uncharacterized protein YDL057W	YDL057W	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	328
YDL085C-A	Q3E7B7	YD85C_YEAST	reviewed	SERF-like protein YDL085C-A	YDL085C-A	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	68
YDL086W	Q07505	DLHH_YEAST	reviewed	Putative carboxymethylenebutenolidase (EC 3.1.1.45) (Dienelactone hydrolase) (DLH)	YDL086W	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	273
YDL109C	Q12103	YD109_YEAST	reviewed	Putative lipase YDL109C (EC 3.1.-.-)	YDL109C D2325	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	647
YDL114W	Q07530	YD114_YEAST	reviewed	Uncharacterized oxidoreductase YDL114W (EC 1.-.-.-)	YDL114W	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	308
YDL129W	Q07555	YD129_YEAST	reviewed	Uncharacterized protein YDL129W	YDL129W	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	291
YDL144C	Q07589	YD144_YEAST	reviewed	Uncharacterized protein YDL144C	YDL144C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	356
YDL157C	Q12082	YD157_YEAST	reviewed	Uncharacterized protein YDL157C, mitochondrial	YDL157C D1533	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	118
YDL176W	Q12027	YD176_YEAST	reviewed	Uncharacterized protein YDL176W	YDL176W	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	708
YDL177C	Q12257	YD177_YEAST	reviewed	IMPACT family member YDL177C	YDL177C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	170
YDL180W	Q12301	YD180_YEAST	reviewed	Uncharacterized membrane protein YDL180W	YDL180W	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	547
YDL183C	P48569	YD183_YEAST	reviewed	Uncharacterized protein YDL183C	YDL183C D1293	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	320
YDL199C	Q12407	YD199_YEAST	reviewed	Putative metabolite transport protein YDL199C	YDL199C D1209	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	687
YDL206W	Q12424	YD206_YEAST	reviewed	Putative cation exchanger YDL206W	YDL206W D1053	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	762
YDL211C	Q12121	YD211_YEAST	reviewed	Uncharacterized protein YDL211C	YDL211C D1026	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	372
YDL218W	Q07629	YD218_YEAST	reviewed	Uncharacterized membrane protein YDL218W	YDL218W	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	317
YDL241W	Q07738	YD241_YEAST	reviewed	Uncharacterized protein YDL241W	YDL241W	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	123
YDR018C	Q12185	YD018_YEAST	reviewed	Uncharacterized acyltransferase YDR018C (EC 2.3.-.-)	YDR018C PZF396 YD9335.04C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	396
YDR029W	Q12111	YD029_YEAST	reviewed	Uncharacterized protein YDR029W	YDR029W	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	104
YDR034W-B	Q6Q5X2	YD34B_YEAST	reviewed	Cysteine-rich and transmembrane domain-containing protein YDR034W-B	YDR034W-B	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	51
YDR042C	Q03205	YD042_YEAST	reviewed	Uncharacterized protein YDR042C	YDR042C YD6888.04c	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	200
YDR061W	Q12298	YD061_YEAST	reviewed	Uncharacterized ABC transporter ATP-binding protein YDR061W	YDR061W D4241	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	539
YDR102C	Q03864	YD102_YEAST	reviewed	Uncharacterized protein YDR102C	YDR102C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	110
YDR109C	Q04585	YDR09_YEAST	reviewed	Uncharacterized sugar kinase YDR109C (EC 2.7.1.-)	YDR109C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	715
YDR114C	Q04597	YDR14_YEAST	reviewed	Uncharacterized protein YDR114C	YDR114C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	100
YDR124W	Q04608	YD124_YEAST	reviewed	Uncharacterized protein YDR124W	YDR124W	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	324
YDR131C	Q03899	YD131_YEAST	reviewed	F-box protein YDR131C	YDR131C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	556
YDR209C	Q03480	YD209_YEAST	reviewed	Uncharacterized protein YDR209C	YDR209C YD8142A.06c	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	137
YDR210W	Q03482	YD210_YEAST	reviewed	Cysteine-rich and transmembrane domain-containing protein YDR210W	YDR210W YD8142.07	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	75
YDR222W	Q04925	YDR22_YEAST	reviewed	SVF1-like protein YDR222W	YDR222W	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	415
YDR239C	Q03780	YD239_YEAST	reviewed	Uncharacterized protein YDR239C	YDR239C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	787
YDR248C	Q03786	GNTK_YEAST	reviewed	Probable gluconokinase (EC 2.7.1.12) (Gluconate kinase)	YDR248C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	193
YDR249C	Q03787	YD249_YEAST	reviewed	Uncharacterized protein YDR249C	YDR249C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	373
YDR262W	Q12331	YFAS1_YEAST	reviewed	FAS1 domain-containing protein YDR262W	YDR262W YD9320B.01	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	272
YDR338C	Q05497	YD338_YEAST	reviewed	Uncharacterized transporter YDR338C	YDR338C D9651.8	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	695
YDR341C	Q05506	SYRC_YEAST	reviewed	Arginine--tRNA ligase, cytoplasmic (EC 6.1.1.19) (Arginyl-tRNA synthetase) (ArgRS)	YDR341C D9651.10	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	607
YDR366C	P87287	YD366_YEAST	reviewed	Uncharacterized protein YDR366C	YDR366C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	132
YDR415C	Q04033	YD415_YEAST	reviewed	Probable aminopeptidase YDR415C (EC 3.4.11.-)	YDR415C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	374
YDR444W	Q04093	YD444_YEAST	reviewed	Putative lipase YDR444W (EC 3.1.-.-)	YDR444W	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	687
YDR476C	Q03362	YD476_YEAST	reviewed	Uncharacterized protein YDR476C	YDR476C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	224
YDR514C	Q04408	YD514_YEAST	reviewed	Uncharacterized protein YDR514C	YDR514C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	483
YDR541C	Q03049	YD541_YEAST	reviewed	Putative uncharacterized oxidoreductase YDR541C (EC 1.1.1.-)	YDR541C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	344
YEL004W	P40004	YEA4_YEAST	reviewed	UDP-N-acetylglucosamine transporter YEA4	YEA4 YEL004W	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	342
YEL006W	P39953	YEA6_YEAST	reviewed	Mitochondrial nicotinamide adenine dinucleotide transporter 2 (Mitochondrial NAD(+) transporter 2)	YEA6 NDT2 YEL006W	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	335
YEL041W	P32622	YEF1_YEAST	reviewed	ATP-NADH kinase YEF1 (EC 2.7.1.86)	YEF1 YEL041W SYGP-ORF17	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	495
