Complex ID;Size;List of proteins;Quantitative prediction 0;Average abundance;Average size of simulated complexes;Best matching reference complex;Matching thr;Length of reference complex;P-value matching;Fraction of fictitious domains;Functional Enrichment (DAVID)
8182;7;P49792,Q14974,P62826,O00410,P55060,Q92973,P37198;0;0;0;RANBP1-RAN-KPNB1 complex;0.1905;3;5.7666172291995103e-05;0;http://david.abcc.ncifcrf.gov/api.jsp?type=ENSEMBL_GENE_ID&ids=P49792,Q14974,P62826,O00410,P55060,Q92973,P37198&tool=chartReport&annot=GOTERM_MF_ALL
8183;7;Q96T76,Q16531,Q9NVD7,O43639,Q13418,Q9UNS2,O60762;0;0;0;DDB complex;0.0714;2;0.009459407390298899;0;http://david.abcc.ncifcrf.gov/api.jsp?type=ENSEMBL_GENE_ID&ids=Q96T76,Q16531,Q9NVD7,O43639,Q13418,Q9UNS2,O60762&tool=chartReport&annot=GOTERM_MF_ALL
8184;7;P49792,P63279,Q14974,Q13867,P62826,P55060,P46060;0;0;0;RANBP1-RAN-KPNB1 complex;0.1905;3;5.7666172291995103e-05;0;http://david.abcc.ncifcrf.gov/api.jsp?type=ENSEMBL_GENE_ID&ids=P49792,P63279,Q14974,Q13867,P62826,P55060,P46060&tool=chartReport&annot=GOTERM_MF_ALL
8185;7;P11532,Q14118,P56539,Q07666,Q13424,Q08211,P16333;0;0;0;Beta-dystroglycan-caveolin-3 complex;0.2857;2;1.9265595499557478e-05;0;http://david.abcc.ncifcrf.gov/api.jsp?type=ENSEMBL_GENE_ID&ids=P11532,Q14118,P56539,Q07666,Q13424,Q08211,P16333&tool=chartReport&annot=GOTERM_MF_ALL
8186;7;P61201,Q92905,P23396,P62263,P63244,P68104,Q15843;0;0;0;CNS-P53 complex;0.0635;9;0.0006826566536374011;0;http://david.abcc.ncifcrf.gov/api.jsp?type=ENSEMBL_GENE_ID&ids=P61201,Q92905,P23396,P62263,P63244,P68104,Q15843&tool=chartReport&annot=GOTERM_MF_ALL
8187;7;Q16531,P23396,P62244,P63244,P46781,P68104,Q15843;0;0;0;DDB complex;0.0714;2;0.009459407390298899;0;http://david.abcc.ncifcrf.gov/api.jsp?type=ENSEMBL_GENE_ID&ids=Q16531,P23396,P62244,P63244,P46781,P68104,Q15843&tool=chartReport&annot=GOTERM_MF_ALL
8188;7;P55884,Q13347,Q9Y262,O15371,O15372,Q9UBQ5,O75821;0;0;0;eIF3 complex (EIF3S6, EIF3S5, EIF3S4, EIF3S3, EIF3S6IP, EIF3S2, EIF3S9, EIF3S12,  EIF3S10, EIF3S8,  EIF3S1, EIF3S7);0.5833;12;2.6404389577662033e-16;0;http://david.abcc.ncifcrf.gov/api.jsp?type=ENSEMBL_GENE_ID&ids=P55884,Q13347,Q9Y262,O15371,O15372,Q9UBQ5,O75821&tool=chartReport&annot=GOTERM_MF_ALL
8189;7;P02511,P06703,Q9HB71,P63208,P35222,P04271,Q9UI47;0;0;0;CACY homodimer  complex;0.1429;1;0.0047393364928931285;0;http://david.abcc.ncifcrf.gov/api.jsp?type=ENSEMBL_GENE_ID&ids=P02511,P06703,Q9HB71,P63208,P35222,P04271,Q9UI47&tool=chartReport&annot=GOTERM_MF_ALL
8190;7;Q15599,P17302,O00151,Q07157,P06396,P23297,O43707;0;0;0;Prune-Gelsolin complex;0.0714;2;0.009459407390298899;0;http://david.abcc.ncifcrf.gov/api.jsp?type=ENSEMBL_GENE_ID&ids=Q15599,P17302,O00151,Q07157,P06396,P23297,O43707&tool=chartReport&annot=GOTERM_MF_ALL
8191;7;P10644,P22694,P46776,P17612,P08670,P49841,P13861;0;0;0;KCNQ1 macromolecular complex;0.1286;10;7.725745905147144e-06;0;http://david.abcc.ncifcrf.gov/api.jsp?type=ENSEMBL_GENE_ID&ids=P10644,P22694,P46776,P17612,P08670,P49841,P13861&tool=chartReport&annot=GOTERM_MF_ALL
8192;7;P31948,P11142,P62136,Q96EY1,P24534,P68400,P07900;0;0;0;Casein kinase II (beta-dimer, alpha-dimer);0.0714;2;0.009459407390298899;0;http://david.abcc.ncifcrf.gov/api.jsp?type=ENSEMBL_GENE_ID&ids=P31948,P11142,P62136,Q96EY1,P24534,P68400,P07900&tool=chartReport&annot=GOTERM_MF_ALL
8193;7;P15531,P08962,Q13683,Q13232,P49023,P21333,P05556;0;0;0;ITGA4-ITGB1-CD63 complex;0.1905;3;5.7666172291995103e-05;0;http://david.abcc.ncifcrf.gov/api.jsp?type=ENSEMBL_GENE_ID&ids=P15531,P08962,Q13683,Q13232,P49023,P21333,P05556&tool=chartReport&annot=GOTERM_MF_ALL
8194;7;Q9Y265,P60842,P78344,P07910,P60709,P07737,P63104;0;0;0;MNK1-eIF4F complex;0.1143;5;0.00019135246984691834;0;http://david.abcc.ncifcrf.gov/api.jsp?type=ENSEMBL_GENE_ID&ids=Q9Y265,P60842,P78344,P07910,P60709,P07737,P63104&tool=chartReport&annot=GOTERM_MF_ALL
8195;7;P63167,Q9Y3A3,Q14BN4,P62714,P30153,Q13033,P63151;0;0;0;RAF1-PPP2-PIN1 complex;0.2571;5;6.504148371392544e-07;0;http://david.abcc.ncifcrf.gov/api.jsp?type=ENSEMBL_GENE_ID&ids=P63167,Q9Y3A3,Q14BN4,P62714,P30153,Q13033,P63151&tool=chartReport&annot=GOTERM_MF_ALL
8196;7;P16333,P05787,Q9UKE5,P62993,Q07666,P11021,P46108;0;0;0;CIN85 complex (CIN85, CRK, BCAR1, CBL, PIK3R1, GRB2, SOS1);0.0816;7;0.0004000245864890274;0;http://david.abcc.ncifcrf.gov/api.jsp?type=ENSEMBL_GENE_ID&ids=P16333,P05787,Q9UKE5,P62993,Q07666,P11021,P46108&tool=chartReport&annot=GOTERM_MF_ALL
8197;7;P02511,Q9UJY1,Q16082,P37840,P04792,O14558,Q9UBY9;0;0;0;DJ-1-SNCA complex, high molecular weight complex;0.0714;2;0.009459407390298899;0;http://david.abcc.ncifcrf.gov/api.jsp?type=ENSEMBL_GENE_ID&ids=P02511,Q9UJY1,Q16082,P37840,P04792,O14558,Q9UBY9&tool=chartReport&annot=GOTERM_MF_ALL
8198;7;P02511,P99999,P04792,P11142,Q96EY1,P07900,O95816;0;0;0;eNOS-HSP90 complex, VEGF induced;0.0714;2;0.009459407390298899;0;http://david.abcc.ncifcrf.gov/api.jsp?type=ENSEMBL_GENE_ID&ids=P02511,P99999,P04792,P11142,Q96EY1,P07900,O95816&tool=chartReport&annot=GOTERM_MF_ALL
8199;7;Q04637,Q13347,P55884,Q14240,Q14152,O95831,O75821;0;0;0;EIF3 core complex (EIF3A, EIF3B, EIF3G, EIF3I);0.5714;4;1.7722416116245698e-10;0;http://david.abcc.ncifcrf.gov/api.jsp?type=ENSEMBL_GENE_ID&ids=Q04637,Q13347,P55884,Q14240,Q14152,O95831,O75821&tool=chartReport&annot=GOTERM_MF_ALL
8200;7;P10599,P04406,O95831,Q01105,P39687,P08107,P27695;0;0;0;AIF-CYPA-DNA complex;0.0714;2;0.009459407390298899;0;http://david.abcc.ncifcrf.gov/api.jsp?type=ENSEMBL_GENE_ID&ids=P10599,P04406,O95831,Q01105,P39687,P08107,P27695&tool=chartReport&annot=GOTERM_MF_ALL
8201;7;Q14192,O75112,O15273,Q8WZ42,P35609,Q5VST9,Q08043;0;0;0;FHL2 homodimer complex;0.1429;1;0.0047393364928931285;0;http://david.abcc.ncifcrf.gov/api.jsp?type=ENSEMBL_GENE_ID&ids=Q14192,O75112,O15273,Q8WZ42,P35609,Q5VST9,Q08043&tool=chartReport&annot=GOTERM_MF_ALL
8202;7;P08648,P63167,P28827,Q92615,P56537,P63244,P05556;0;0;0;ITGA5-ITGB4 complex;0.2857;2;1.9265595499557478e-05;0;http://david.abcc.ncifcrf.gov/api.jsp?type=ENSEMBL_GENE_ID&ids=P08648,P63167,P28827,Q92615,P56537,P63244,P05556&tool=chartReport&annot=GOTERM_MF_ALL
8203;7;Q9UJY1,O95817,P61247,P11142,P08107,P07900,O95816;0;0;0;eNOS-HSP90 complex, VEGF induced;0.0714;2;0.009459407390298899;0;http://david.abcc.ncifcrf.gov/api.jsp?type=ENSEMBL_GENE_ID&ids=Q9UJY1,O95817,P61247,P11142,P08107,P07900,O95816&tool=chartReport&annot=GOTERM_MF_ALL
8204;7;P02511,P37840,P21796,P35222,O60716,Q15388,Q9UI47;0;0;0;DJ-1-SNCA complex, high molecular weight complex;0.0714;2;0.009459407390298899;0;http://david.abcc.ncifcrf.gov/api.jsp?type=ENSEMBL_GENE_ID&ids=P02511,P37840,P21796,P35222,O60716,Q15388,Q9UI47&tool=chartReport&annot=GOTERM_MF_ALL
8205;7;Q92905,P23396,Q13618,P14174,P42224,P63244,P46781;0;0;0;Stat1-alpha-dimer-CBP DNA-protein complex;0.0714;2;0.009459407390298899;0;http://david.abcc.ncifcrf.gov/api.jsp?type=ENSEMBL_GENE_ID&ids=Q92905,P23396,Q13618,P14174,P42224,P63244,P46781&tool=chartReport&annot=GOTERM_MF_ALL
8206;7;P18206,P61978,P10636,P68104,P14868,P78527,P63104;0;0;0;MGC1-DNA-PKcs-Ku complex;0.0357;4;0.01884201344979341;0;http://david.abcc.ncifcrf.gov/api.jsp?type=ENSEMBL_GENE_ID&ids=P18206,P61978,P10636,P68104,P14868,P78527,P63104&tool=chartReport&annot=GOTERM_MF_ALL
8207;7;P18206,O00571,Q15366,P61978,P60709,P35579,P63104;0;0;0;Emerin complex 1;0.0714;8;0.0005321594147000773;0;http://david.abcc.ncifcrf.gov/api.jsp?type=ENSEMBL_GENE_ID&ids=P18206,O00571,Q15366,P61978,P60709,P35579,P63104&tool=chartReport&annot=GOTERM_MF_ALL
8208;7;P07900,O95817,P31948,O95816,P08107,P11142,P31749;0;0;0;eNOS-HSP90-AKT complex, VEGF induced;0.1905;3;5.7666172291995103e-05;0;http://david.abcc.ncifcrf.gov/api.jsp?type=ENSEMBL_GENE_ID&ids=P07900,O95817,P31948,O95816,P08107,P11142,P31749&tool=chartReport&annot=GOTERM_MF_ALL
8209;7;Q9UJY1,O95817,P63208,O95831,P62136,P08107,P11142;0;0;0;AIF-CYPA-DNA complex;0.0714;2;0.009459407390298899;0;http://david.abcc.ncifcrf.gov/api.jsp?type=ENSEMBL_GENE_ID&ids=Q9UJY1,O95817,P63208,O95831,P62136,P08107,P11142&tool=chartReport&annot=GOTERM_MF_ALL
8210;7;P19338,P31949,P55072,P04792,P63104,P05455,P07195;0;0;0;DGCR8-NCL complex;0.0714;2;0.009459407390298899;0;http://david.abcc.ncifcrf.gov/api.jsp?type=ENSEMBL_GENE_ID&ids=P19338,P31949,P55072,P04792,P63104,P05455,P07195&tool=chartReport&annot=GOTERM_MF_ALL
8211;7;Q16531,Q14192,O15273,Q13418,Q8WZ42,Q5VST9,P05556;0;0;0;FHL2 homodimer complex;0.1429;1;0.0047393364928931285;0;http://david.abcc.ncifcrf.gov/api.jsp?type=ENSEMBL_GENE_ID&ids=Q16531,Q14192,O15273,Q13418,Q8WZ42,Q5VST9,P05556&tool=chartReport&annot=GOTERM_MF_ALL
8212;7;Q13642,Q14192,P14923,P35222,Q8WZ42,P35609,P19022;0;0;0;FHL2 homodimer complex;0.1429;1;0.0047393364928931285;0;http://david.abcc.ncifcrf.gov/api.jsp?type=ENSEMBL_GENE_ID&ids=Q13642,Q14192,P14923,P35222,Q8WZ42,P35609,P19022&tool=chartReport&annot=GOTERM_MF_ALL
8213;7;P15531,Q13232,P84103,P31946,Q07021,Q9UDY2,P05556;0;0;0;ITGB1-NRP1 complex;0.0714;2;0.009459407390298899;0;http://david.abcc.ncifcrf.gov/api.jsp?type=ENSEMBL_GENE_ID&ids=P15531,Q13232,P84103,P31946,Q07021,Q9UDY2,P05556&tool=chartReport&annot=GOTERM_MF_ALL
8214;7;Q16539,P28482,P30086,P04083,O43464,P05787,P27361;0;0;0;HDAC4-ERK2 complex;0.0714;2;0.009459407390298899;0;http://david.abcc.ncifcrf.gov/api.jsp?type=ENSEMBL_GENE_ID&ids=Q16539,P28482,P30086,P04083,O43464,P05787,P27361&tool=chartReport&annot=GOTERM_MF_ALL
8215;7;P55884,Q13347,O00303,O95831,P08107,Q9UBQ5,O75821;0;0;0;EIF3 complex (EIF3B, EIF3G, EIF3I);0.4286;3;6.530710338828203e-08;0;http://david.abcc.ncifcrf.gov/api.jsp?type=ENSEMBL_GENE_ID&ids=P55884,Q13347,O00303,O95831,P08107,Q9UBQ5,O75821&tool=chartReport&annot=GOTERM_MF_ALL
8216;7;P68431,P61978,P62258,P09429,P61981,P63104,P07195;1;1.0000;7.0000;BRAF-RAF1-14-3-3 complex;0.1429;9;5.419078414618194e-06;0;http://david.abcc.ncifcrf.gov/api.jsp?type=ENSEMBL_GENE_ID&ids=P68431,P61978,P62258,P09429,P61981,P63104,P07195&tool=chartReport&annot=GOTERM_MF_ALL
8217;7;Q9Y3A3,Q14BN4,O43815,P30153,P67775,P27361,P63151;0;0;0;PPP2CA-PPP2R1A complex;0.2857;2;1.9265595499557478e-05;0;http://david.abcc.ncifcrf.gov/api.jsp?type=ENSEMBL_GENE_ID&ids=Q9Y3A3,Q14BN4,O43815,P30153,P67775,P27361,P63151&tool=chartReport&annot=GOTERM_MF_ALL
8218;7;P02511,Q9UJY1,Q16082,P25788,P04792,O14558,Q9UBY9;0;0;0;DNAJB2-HSPA8-PSMA3 complex;0.0476;3;0.014160277999297711;0;http://david.abcc.ncifcrf.gov/api.jsp?type=ENSEMBL_GENE_ID&ids=P02511,Q9UJY1,Q16082,P25788,P04792,O14558,Q9UBY9&tool=chartReport&annot=GOTERM_MF_ALL
8219;7;P02511,Q9UJY1,Q16082,P99999,P04792,P08574,Q9UBY9;1;1.0000;7.0000;Apoptosome;0.0714;2;0.009459407390298899;0;http://david.abcc.ncifcrf.gov/api.jsp?type=ENSEMBL_GENE_ID&ids=P02511,Q9UJY1,Q16082,P99999,P04792,P08574,Q9UBY9&tool=chartReport&annot=GOTERM_MF_ALL
8220;7;P02511,Q9UJY1,Q16082,P99999,P04792,O14558,Q9UBY9;0;0;0;Apoptosome;0.0714;2;0.009459407390298899;0;http://david.abcc.ncifcrf.gov/api.jsp?type=ENSEMBL_GENE_ID&ids=P02511,Q9UJY1,Q16082,P99999,P04792,O14558,Q9UBY9&tool=chartReport&annot=GOTERM_MF_ALL
8221;7;P60903,P35232,P14868,P62993,Q13424,P11021,P07355;1;1.0000;7.0000;GRB2-SHP-2 complex, PDGF stimulated;0.0714;2;0.009459407390298899;0;http://david.abcc.ncifcrf.gov/api.jsp?type=ENSEMBL_GENE_ID&ids=P60903,P35232,P14868,P62993,Q13424,P11021,P07355&tool=chartReport&annot=GOTERM_MF_ALL
8222;7;P54725,Q96SW2,P60866,Q7L5N1,P68104,P61081,Q15843;0;0;0;Ubiquitin E3 ligase (CDC34, NEDD8, BTRC, CUL1, SKP1A, RBX1);0.0286;5;0.02350467869479784;0;http://david.abcc.ncifcrf.gov/api.jsp?type=ENSEMBL_GENE_ID&ids=P54725,Q96SW2,P60866,Q7L5N1,P68104,P61081,Q15843&tool=chartReport&annot=GOTERM_MF_ALL
8223;7;P18206,P25705,P60709,P63104,Q9BX66,P07355,P07195;1;1.0000;7.0000;Pre-initiation complex (PIC);0.0476;3;0.014160277999297711;0;http://david.abcc.ncifcrf.gov/api.jsp?type=ENSEMBL_GENE_ID&ids=P18206,P25705,P60709,P63104,Q9BX66,P07355,P07195&tool=chartReport&annot=GOTERM_MF_ALL
8224;7;P22314,P62875,P24928,O60506,P17844,P49711,Q00839;0;0;0;Actin-ribonucleoprotein complex (POLR2A, GTF2F1, HNRNPU);0.1905;3;5.7666172291995103e-05;0;http://david.abcc.ncifcrf.gov/api.jsp?type=ENSEMBL_GENE_ID&ids=P22314,P62875,P24928,O60506,P17844,P49711,Q00839&tool=chartReport&annot=GOTERM_MF_ALL
8225;7;P63167,P56537,Q92615,P63244,P60033,P23229,P05556;0;0;0;ITGA6-ITGB1 complex;0.2857;2;1.9265595499557478e-05;0;http://david.abcc.ncifcrf.gov/api.jsp?type=ENSEMBL_GENE_ID&ids=P63167,P56537,Q92615,P63244,P60033,P23229,P05556&tool=chartReport&annot=GOTERM_MF_ALL
8226;7;P60903,P35232,P07858,Q9Y5K6,P14868,P62993,P07355;0;0;0;GRB2-SHP-2 complex, PDGF stimulated;0.0714;2;0.009459407390298899;0;http://david.abcc.ncifcrf.gov/api.jsp?type=ENSEMBL_GENE_ID&ids=P60903,P35232,P07858,Q9Y5K6,P14868,P62993,P07355&tool=chartReport&annot=GOTERM_MF_ALL
8227;7;P42566,P19174,P07437,P04406,P00533,O60884,P68104;0;0;0;Eps15-stonin2 complex;0.0714;2;0.009459407390298899;0;http://david.abcc.ncifcrf.gov/api.jsp?type=ENSEMBL_GENE_ID&ids=P42566,P19174,P07437,P04406,P00533,O60884,P68104&tool=chartReport&annot=GOTERM_MF_ALL
8228;7;Q13526,P60900,P25787,P25789,P25788,P53350,Q99436;1;1.0000;7.0000;20S proteasome;0.2551;14;7.152661512116447e-10;0;http://david.abcc.ncifcrf.gov/api.jsp?type=ENSEMBL_GENE_ID&ids=Q13526,P60900,P25787,P25789,P25788,P53350,Q99436&tool=chartReport&annot=GOTERM_MF_ALL
8229;7;P49792,Q14974,P62826,O14980,Q92973,O95373,P37198;1;1.0000;7.0000;RANBP1-RAN-KPNB1 complex;0.1905;3;5.7666172291995103e-05;0;http://david.abcc.ncifcrf.gov/api.jsp?type=ENSEMBL_GENE_ID&ids=P49792,Q14974,P62826,O14980,Q92973,O95373,P37198&tool=chartReport&annot=GOTERM_MF_ALL
8230;7;Q15599,O00151,Q07157,P06396,P21796,P02751,O43707;1;1.0000;7.0000;FN1-TGM2 complex;0.0714;2;0.009459407390298899;0;http://david.abcc.ncifcrf.gov/api.jsp?type=ENSEMBL_GENE_ID&ids=Q15599,O00151,Q07157,P06396,P21796,P02751,O43707&tool=chartReport&annot=GOTERM_MF_ALL
8231;7;Q13642,Q14192,Q15327,O75112,Q8WZ42,P35609,P52735;0;0;0;FHL2 homodimer complex;0.1429;1;0.0047393364928931285;0;http://david.abcc.ncifcrf.gov/api.jsp?type=ENSEMBL_GENE_ID&ids=Q13642,Q14192,Q15327,O75112,Q8WZ42,P35609,P52735&tool=chartReport&annot=GOTERM_MF_ALL
8232;7;Q16531,P60866,P62701,P63208,Q8TBC4,P46777,Q15843;0;0;0;Ubiquitin E3 ligase (CDC34, NEDD8, BTRC, CUL1, SKP1A, RBX1);0.1143;5;0.00019135246984691834;0;http://david.abcc.ncifcrf.gov/api.jsp?type=ENSEMBL_GENE_ID&ids=Q16531,P60866,P62701,P63208,Q8TBC4,P46777,Q15843&tool=chartReport&annot=GOTERM_MF_ALL
8233;7;P18206,P60520,P60709,P02545,O94875,P06576,P63104;1;1.0000;7.0000;Emerin architectural complex;0.0952;6;0.00028637961478545173;0;http://david.abcc.ncifcrf.gov/api.jsp?type=ENSEMBL_GENE_ID&ids=P18206,P60520,P60709,P02545,O94875,P06576,P63104&tool=chartReport&annot=GOTERM_MF_ALL
8234;7;P99999,P11142,P08574,P08107,Q9UBN7,P07900,Q71U36;1;1.0000;12.0000;eNOS-HSP90 complex, VEGF induced;0.0714;2;0.009459407390298899;0;http://david.abcc.ncifcrf.gov/api.jsp?type=ENSEMBL_GENE_ID&ids=P99999,P11142,P08574,P08107,Q9UBN7,P07900,Q71U36&tool=chartReport&annot=GOTERM_MF_ALL
8235;7;P02511,Q9UJY1,Q16082,Q14103,P04792,Q16644,Q9UBY9;0;0;0;PIN1-AUF1 complex;0.0714;2;0.009459407390298899;0;http://david.abcc.ncifcrf.gov/api.jsp?type=ENSEMBL_GENE_ID&ids=P02511,Q9UJY1,Q16082,Q14103,P04792,Q16644,Q9UBY9&tool=chartReport&annot=GOTERM_MF_ALL
8236;7;P14866,P31943,Q15366,P61978,P22626,P09651,P23246;1;1.0000;7.0000;HNRPF-HNRPH1 complex;0.0714;2;0.009459407390298899;0;http://david.abcc.ncifcrf.gov/api.jsp?type=ENSEMBL_GENE_ID&ids=P14866,P31943,Q15366,P61978,P22626,P09651,P23246&tool=chartReport&annot=GOTERM_MF_ALL
8237;7;Q9BY11,P31150,Q12982,Q9UNF0,O00401,P60953,Q9UKS6;1;1.0000;7.0000;N-WASp homomer;0.1429;1;0.0047393364928931285;0;http://david.abcc.ncifcrf.gov/api.jsp?type=ENSEMBL_GENE_ID&ids=Q9BY11,P31150,Q12982,Q9UNF0,O00401,P60953,Q9UKS6&tool=chartReport&annot=GOTERM_MF_ALL
8238;7;Q13683,Q13642,P27824,Q14192,O75369,P60033,P05556;0;0;0;ITGA4-ITGB1-CD81 complex;0.1905;3;5.7666172291995103e-05;0;http://david.abcc.ncifcrf.gov/api.jsp?type=ENSEMBL_GENE_ID&ids=Q13683,Q13642,P27824,Q14192,O75369,P60033,P05556&tool=chartReport&annot=GOTERM_MF_ALL
8239;7;P15531,Q13642,Q14192,P60033,Q13418,P48509,P05556;0;0;0;ITGA4-ITGB1-CD81 complex;0.1905;3;5.7666172291995103e-05;0;http://david.abcc.ncifcrf.gov/api.jsp?type=ENSEMBL_GENE_ID&ids=P15531,Q13642,Q14192,P60033,Q13418,P48509,P05556&tool=chartReport&annot=GOTERM_MF_ALL
8240;7;P42566,O95782,Q92734,P62993,Q07666,P46108,P07355;1;1.0000;7.0000;CIN85 complex (CIN85, CRK, BCAR1, CBL, PIK3R1, GRB2, SOS1);0.0816;7;0.0004000245864890274;0;http://david.abcc.ncifcrf.gov/api.jsp?type=ENSEMBL_GENE_ID&ids=P42566,O95782,Q92734,P62993,Q07666,P46108,P07355&tool=chartReport&annot=GOTERM_MF_ALL
8241;7;P10644,P62753,P22694,P17612,O15530,Q05655,P13861;1;1.0000;7.0000;KCNQ1 macromolecular complex;0.1286;10;7.725745905147144e-06;0;http://david.abcc.ncifcrf.gov/api.jsp?type=ENSEMBL_GENE_ID&ids=P10644,P62753,P22694,P17612,O15530,Q05655,P13861&tool=chartReport&annot=GOTERM_MF_ALL
8242;7;Q92905,P36873,P23396,P60709,P34931,P63244,P55789;1;1.0000;7.0000;Pre-initiation complex (PIC);0.0476;3;0.014160277999297711;0;http://david.abcc.ncifcrf.gov/api.jsp?type=ENSEMBL_GENE_ID&ids=Q92905,P36873,P23396,P60709,P34931,P63244,P55789&tool=chartReport&annot=GOTERM_MF_ALL
8243;7;Q15599,P19367,P06396,P21796,P45880,Q16611,O43707;0;0;0;MCL1-BAK1 complex;0.0714;2;0.009459407390298899;0;http://david.abcc.ncifcrf.gov/api.jsp?type=ENSEMBL_GENE_ID&ids=Q15599,P19367,P06396,P21796,P45880,Q16611,O43707&tool=chartReport&annot=GOTERM_MF_ALL
8244;7;P19174,Q14204,P09327,Q14203,P62993,Q14315,P43034;1;1.0000;7.0000;LAT-PLC-gamma-1-p85-GRB2-SOS signaling complex, C305 activated;0.1143;5;0.00019135246984691834;0;http://david.abcc.ncifcrf.gov/api.jsp?type=ENSEMBL_GENE_ID&ids=P19174,Q14204,P09327,Q14203,P62993,Q14315,P43034&tool=chartReport&annot=GOTERM_MF_ALL
8245;7;P49721,P25789,P25788,P28070,P49720,P28066,P25786;1;1.0000;7.0000;20S proteasome;0.5000;14;1.1441902150320154e-15;0;http://david.abcc.ncifcrf.gov/api.jsp?type=ENSEMBL_GENE_ID&ids=P49721,P25789,P25788,P28070,P49720,P28066,P25786&tool=chartReport&annot=GOTERM_MF_ALL
8246;7;P23528,P13010,P60174,O75367,P16104,P12956,P09874;1;1.0000;7.0000;WRN-Ku70-Ku80-PARP1 complex;0.3214;4;2.606967410703294e-07;0;http://david.abcc.ncifcrf.gov/api.jsp?type=ENSEMBL_GENE_ID&ids=P23528,P13010,P60174,O75367,P16104,P12956,P09874&tool=chartReport&annot=GOTERM_MF_ALL
8247;7;P23396,P62917,P14868,P63244,P46781,P68104,Q15843;1;1.0000;7.0000;G protein complex (GNG2, GNB2L1, RAF1);0.0476;3;0.014160277999297711;0;http://david.abcc.ncifcrf.gov/api.jsp?type=ENSEMBL_GENE_ID&ids=P23396,P62917,P14868,P63244,P46781,P68104,Q15843&tool=chartReport&annot=GOTERM_MF_ALL
8248;7;P12814,Q9UMD9,O75112,O15273,P20929,Q8WZ42,P35609;0;0;0;Affixin-actinin(alpha) complex;0.0714;2;0.009459407390298899;0;http://david.abcc.ncifcrf.gov/api.jsp?type=ENSEMBL_GENE_ID&ids=P12814,Q9UMD9,O75112,O15273,P20929,Q8WZ42,P35609&tool=chartReport&annot=GOTERM_MF_ALL
8249;7;P63167,P20936,P42224,P56537,Q92615,P63244,P78396;0;0;0;Stat1-alpha-dimer-CBP DNA-protein complex;0.0714;2;0.009459407390298899;0;http://david.abcc.ncifcrf.gov/api.jsp?type=ENSEMBL_GENE_ID&ids=P63167,P20936,P42224,P56537,Q92615,P63244,P78396&tool=chartReport&annot=GOTERM_MF_ALL
8250;7;P02511,Q9P0L0,Q16082,P63027,P04792,P13569,Q16623;1;1.0000;7.0000;SNARE complex (VAMP2, SNAP25, STX1a, CPLX2);0.1429;4;0.0001150716478429871;0;http://david.abcc.ncifcrf.gov/api.jsp?type=ENSEMBL_GENE_ID&ids=P02511,Q9P0L0,Q16082,P63027,P04792,P13569,Q16623&tool=chartReport&annot=GOTERM_MF_ALL
8251;7;P02511,P99999,Q14192,P04792,P35222,P35221,P14923;1;1.0000;7.0000;Catenin (alpha) - catenin (beta) complex;0.2857;2;1.9265595499557478e-05;0;http://david.abcc.ncifcrf.gov/api.jsp?type=ENSEMBL_GENE_ID&ids=P02511,P99999,Q14192,P04792,P35222,P35221,P14923&tool=chartReport&annot=GOTERM_MF_ALL
8252;7;Q9Y265,Q9BY11,P60709,P07737,Q9UNF0,O00401,Q9UKS6;1;1.0000;12.0000;N-WASp homomer;0.1429;1;0.0047393364928931285;0;http://david.abcc.ncifcrf.gov/api.jsp?type=ENSEMBL_GENE_ID&ids=Q9Y265,Q9BY11,P60709,P07737,Q9UNF0,O00401,Q9UKS6&tool=chartReport&annot=GOTERM_MF_ALL
8253;7;P10644,Q92667,P22694,P17612,P62136,P49841,P13861;0;0;0;KCNQ1 macromolecular complex;0.2286;10;3.6854270014146086e-08;0;http://david.abcc.ncifcrf.gov/api.jsp?type=ENSEMBL_GENE_ID&ids=P10644,Q92667,P22694,P17612,P62136,P49841,P13861&tool=chartReport&annot=GOTERM_MF_ALL
8254;7;O14964,Q00610,P06396,Q13596,P63010,Q14677,O43707;1;1.0000;7.0000;SNX complex (SNX1, SNX6);0.0714;2;0.009459407390298899;0;http://david.abcc.ncifcrf.gov/api.jsp?type=ENSEMBL_GENE_ID&ids=O14964,Q00610,P06396,Q13596,P63010,Q14677,O43707&tool=chartReport&annot=GOTERM_MF_ALL
8255;7;Q13642,Q14192,P35222,O14907,P14923,P19022,Q9UI47;0;0;0;FHL2 homodimer complex;0.1429;1;0.0047393364928931285;0;http://david.abcc.ncifcrf.gov/api.jsp?type=ENSEMBL_GENE_ID&ids=Q13642,Q14192,P35222,O14907,P14923,P19022,Q9UI47&tool=chartReport&annot=GOTERM_MF_ALL
8256;7;P62877,Q86VP6,Q92905,P63208,Q9UNS2,Q14999,Q13616;0;0;0;Heterotrimeric SKP1-CUL1-ROC1 complex;0.4286;3;6.530710338828203e-08;0;http://david.abcc.ncifcrf.gov/api.jsp?type=ENSEMBL_GENE_ID&ids=P62877,Q86VP6,Q92905,P63208,Q9UNS2,Q14999,Q13616&tool=chartReport&annot=GOTERM_MF_ALL
